"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 12 10:12:10 GMT 2024","Mon Feb 12 10:12:12 GMT 2024","1388","Command line suite","Command line test","exampleGooglePage.GooglePageTest","exampleGooglePage.GooglePageTest","searchSomethingTest","searchSomethingTest",""
"passed","Sun Dec 10 17:58:06 GMT 2023","Sun Dec 10 17:58:18 GMT 2023","12284","Default Suite","PomTests","coockieEnter.LoginWithCoockies","coockieEnter.LoginWithCoockies","openPage","openPage",""
"passed","Mon Feb 12 10:12:05 GMT 2024","Mon Feb 12 10:12:07 GMT 2024","1186","Command line suite","Command line test","exampleForYourSite.GooglePageTest","exampleForYourSite.GooglePageTest","searchSomethingTest","searchSomethingTest",""
"passed","Mon Feb 12 10:12:07 GMT 2024","Mon Feb 12 10:12:08 GMT 2024","1447","Command line suite","Command line test","exampleForYourSite.GooglePageTest","exampleForYourSite.GooglePageTest","searchSomethingTest","searchSomethingTest",""
"passed","Mon Feb 12 10:11:57 GMT 2024","Mon Feb 12 10:11:59 GMT 2024","2430","Command line suite","Command line test","demoBlazeSite.BlazeTest","demoBlazeSite.BlazeTest","loginUserTest","loginUserTest",""
"passed","Mon Feb 12 10:12:00 GMT 2024","Mon Feb 12 10:12:03 GMT 2024","3197","Command line suite","Command line test","exampleForYourSite.GooglePageTest","exampleForYourSite.GooglePageTest","calcTest","calcTest",""
"passed","Mon Feb 12 10:12:03 GMT 2024","Mon Feb 12 10:12:04 GMT 2024","1218","Command line suite","Command line test","exampleForYourSite.GooglePageTest","exampleForYourSite.GooglePageTest","exampleSimpleTest","exampleSimpleTest",""
"passed","Sun Dec 03 14:29:01 GMT 2023","Sun Dec 03 14:29:05 GMT 2023","4425","Default Suite","PomTests","demoBlazeSite.BlazeTest","demoBlazeSite.BlazeTest","logon","logon",""
"passed","Mon Feb 12 10:12:04 GMT 2024","Mon Feb 12 10:12:05 GMT 2024","213","Command line suite","Command line test","exampleForYourSite.GooglePageTest","exampleForYourSite.GooglePageTest","firstTest","firstTest",""
"broken","Sun Dec 03 14:40:05 GMT 2023","Sun Dec 03 14:40:05 GMT 2023","1","Default Suite","PomTests","demoBlazeSite.BlazeTest","demoBlazeSite.BlazeTest","tearDown","tearDown",""
"passed","Sun Dec 10 18:13:59 GMT 2023","Sun Dec 10 18:14:08 GMT 2023","9222","Default Suite","PomTests","coockieEnter.LoginWithCoockies","coockieEnter.LoginWithCoockies","loginWithCoockies","loginWithCoockies",""
"passed","Mon Feb 12 10:12:05 GMT 2024","Mon Feb 12 10:12:05 GMT 2024","692","Command line suite","Command line test","exampleForYourSite.GooglePageTest","exampleForYourSite.GooglePageTest","searchSomethingTest","searchSomethingTest",""
"passed","Mon Feb 12 10:12:10 GMT 2024","Mon Feb 12 10:12:10 GMT 2024","549","Command line suite","Command line test","exampleGooglePage.GooglePageTest","exampleGooglePage.GooglePageTest","firstTest","firstTest",""
"passed","Mon Feb 12 10:12:12 GMT 2024","Mon Feb 12 10:12:14 GMT 2024","2026","Command line suite","Command line test","coockieEnter.LoginWithCoockiesTest","coockieEnter.LoginWithCoockiesTest","loginWithCoockiesTest","loginWithCoockiesTest",""
"passed","Mon Feb 12 10:12:12 GMT 2024","Mon Feb 12 10:12:12 GMT 2024","22","Command line suite","Command line test","exampleGooglePage.GooglePageTest","exampleGooglePage.GooglePageTest","searchTResultTest","searchTResultTest",""
"passed","Sun Dec 10 16:07:30 GMT 2023","Sun Dec 10 16:07:38 GMT 2023","7436","Default Suite","PomTests","coockieEnter.LoginWhisCoockies","coockieEnter.LoginWhisCoockies","openPage","openPage",""
"broken","Mon Feb 12 10:12:08 GMT 2024","Mon Feb 12 10:12:09 GMT 2024","1358","Command line suite","Command line test","exampleForYourSite.GooglePageTest","exampleForYourSite.GooglePageTest","searchTResultTest","searchTResultTest",""
