"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 10 18:16:12 GMT 2023","Sun Dec 10 18:16:14 GMT 2023","1470","Command line suite","Command line test","exampleForYourSite.GooglePageTest","exampleForYourSite.GooglePageTest","exampleSimpleTest","exampleSimpleTest",""
"passed","Sun Dec 10 18:13:59 GMT 2023","Sun Dec 10 18:14:08 GMT 2023","9222","Default Suite","PomTests","coockieEnter.LoginWithCoockies","coockieEnter.LoginWithCoockies","loginWithCoockies","loginWithCoockies",""
"passed","Sun Dec 10 17:58:06 GMT 2023","Sun Dec 10 17:58:18 GMT 2023","12284","Default Suite","PomTests","coockieEnter.LoginWithCoockies","coockieEnter.LoginWithCoockies","openPage","openPage",""
"passed","Sun Dec 10 18:16:14 GMT 2023","Sun Dec 10 18:16:15 GMT 2023","1159","Command line suite","Command line test","exampleForYourSite.GooglePageTest","exampleForYourSite.GooglePageTest","searchSomethingTest","searchSomethingTest",""
"passed","Sun Dec 10 18:16:20 GMT 2023","Sun Dec 10 18:16:22 GMT 2023","1538","Command line suite","Command line test","demoBlazeSite.BlazeTest","demoBlazeSite.BlazeTest","loginUserTest","loginUserTest",""
"passed","Sun Dec 10 18:16:07 GMT 2023","Sun Dec 10 18:16:09 GMT 2023","1724","Command line suite","Command line test","exampleGooglePage.GooglePageTest","exampleGooglePage.GooglePageTest","searchSomethingTest","searchSomethingTest",""
"passed","Sun Dec 10 18:16:16 GMT 2023","Sun Dec 10 18:16:18 GMT 2023","1776","Command line suite","Command line test","exampleForYourSite.GooglePageTest","exampleForYourSite.GooglePageTest","searchSomethingTest","searchSomethingTest",""
"passed","Sun Dec 10 18:16:18 GMT 2023","Sun Dec 10 18:16:20 GMT 2023","1697","Command line suite","Command line test","exampleForYourSite.GooglePageTest","exampleForYourSite.GooglePageTest","searchTResultTest","searchTResultTest",""
"passed","Sun Dec 10 18:16:15 GMT 2023","Sun Dec 10 18:16:16 GMT 2023","1349","Command line suite","Command line test","exampleForYourSite.GooglePageTest","exampleForYourSite.GooglePageTest","searchSomethingTest","searchSomethingTest",""
"passed","Sun Dec 10 18:16:14 GMT 2023","Sun Dec 10 18:16:14 GMT 2023","272","Command line suite","Command line test","exampleForYourSite.GooglePageTest","exampleForYourSite.GooglePageTest","firstTest","firstTest",""
"passed","Sun Dec 03 14:29:01 GMT 2023","Sun Dec 03 14:29:05 GMT 2023","4425","Default Suite","PomTests","demoBlazeSite.BlazeTest","demoBlazeSite.BlazeTest","logon","logon",""
"passed","Sun Dec 10 18:16:09 GMT 2023","Sun Dec 10 18:16:12 GMT 2023","2643","Command line suite","Command line test","exampleForYourSite.GooglePageTest","exampleForYourSite.GooglePageTest","calcTest","calcTest",""
"broken","Sun Dec 03 14:40:05 GMT 2023","Sun Dec 03 14:40:05 GMT 2023","1","Default Suite","PomTests","demoBlazeSite.BlazeTest","demoBlazeSite.BlazeTest","tearDown","tearDown",""
"passed","Sun Dec 10 18:16:09 GMT 2023","Sun Dec 10 18:16:09 GMT 2023","25","Command line suite","Command line test","exampleGooglePage.GooglePageTest","exampleGooglePage.GooglePageTest","searchTResultTest","searchTResultTest",""
"passed","Sun Dec 10 18:16:06 GMT 2023","Sun Dec 10 18:16:07 GMT 2023","1084","Command line suite","Command line test","exampleGooglePage.GooglePageTest","exampleGooglePage.GooglePageTest","firstTest","firstTest",""
"passed","Sun Dec 10 16:07:30 GMT 2023","Sun Dec 10 16:07:38 GMT 2023","7436","Default Suite","PomTests","coockieEnter.LoginWhisCoockies","coockieEnter.LoginWhisCoockies","openPage","openPage",""
